Post id,Date,Post text,Post Link,Impressions,Likes,Engagements,Bookmarks,Shares,New follows,Replies,Reposts,Profile visits,Detail Expands,URL Clicks,Hashtag Clicks,Permalink Clicks
2092760324348743846,"Wed, Aug 26, 2026",UMA GOLEADA DE PRESENTE DE ANIVERSÁRIO! 🎂🐷 Vitória maiúscula das Palestrinas para cravar a classificação para a semifinal do Paulistão F Petrobras! #PaulistãoFPetrobras 📷Rebeca Reis/Ag.Paulistão https://t.co/5bzH4CHlSU,https://x.com/PaulistaoFem/status/2092760324348743846,625,70,88,0,0,0,0,3,1,2,0,0,0
2092760290370662781,"Wed, Aug 26, 2026","VITÓRIA ALVINEGRA! Com gol de Katlen, Santos encerra primeira fase do Paulistão F Petrobras com os três pontos! #PaulistãoFPetrobras2026 📷Mauro Horita/Ag. Paulistão https://t.co/P58Ayvod7V",https://x.com/PaulistaoFem/status/2092760290370662781,471,10,25,0,0,0,1,2,0,2,0,0,0
2092760110477025448,"Wed, Aug 26, 2026",GOLEADA DAS BRABAS! ⚫⚪ O Corinthians venceu o Taubaté e garantiu a vaga no Play-In do Paulistão F @petrobras! #PaulistãoFPetrobras 📷 Jhony Inacio/Ag. Paulistão https://t.co/pbfOhecALo,https://x.com/PaulistaoFem/status/2092760110477025448,557,56,76,1,0,0,3,4,5,0,0,0,0
2092759453426700561,"Wed, Aug 26, 2026",VITÓRIA E CLASSIFICAÇÃO DAS GUERREIRAS! Ferroviária vence o São Paulo no Superclássico F Petrobras e garante vaga nas semifinais! #PaulistãoFPetrobras #SuperclássicoFPetrobras 📷Douglas Moreti/Ag. Paulistão https://t.co/unb2B0WUh4,https://x.com/PaulistaoFem/status/2092759453426700561,365,0,8,0,0,0,0,0,2,0,0,0,0
2092758459129225689,"Wed, Aug 26, 2026",CLASSIFICADAS!!! 🤩 As Palestrinas garantiram a classificação direta pra semifinal do Paulistão F @petrobras! 👏👏👏 #PaulistãoFPetrobras #Palmeiras https://t.co/iTuBGNQYPL,https://x.com/PaulistaoFem/status/2092758459129225689,561,61,74,1,0,0,0,3,5,0,0,0,0
2092758219563188702,"Wed, Aug 26, 2026",NA SEMI!!! 🤩 A Ferroviária garantiu a classificação direta pra semifinal do Paulistão F @petrobras! 👏👏👏 #PaulistãoFPetrobras #Ferroviária https://t.co/tq6kJXrKS6,https://x.com/PaulistaoFem/status/2092758219563188702,330,5,13,0,0,0,0,0,7,1,0,0,0
2092754869861982386,"Wed, Aug 26, 2026",NO TALENTO! QUE CATEGORIA DA DOS SANTOS PARA MARCAR O SEGUNDO DAS GUERREIRAS! #PaulistãoFPetrobras #SuperclássicoFPetrobras https://t.co/hAMiajrr4E,https://x.com/PaulistaoFem/status/2092754869861982386,353,3,6,1,0,0,0,0,3,0,0,0,0
2092752339471843472,"Wed, Aug 26, 2026",DO REAL MADRID AO PAULISTÃO F PETROBRAS! E teve estreia da craque Antônia com a camisa do Palmeiras! 🌟 #PaulistãoFPetrobras 📷Rebeca Reis/Ag.Paulistão https://t.co/zklEmyCGAM,https://x.com/PaulistaoFem/status/2092752339471843472,1220,94,195,1,0,0,0,8,2,3,0,1,0
2092744523629662440,"Wed, Aug 26, 2026",ELA CONHECE O CAMINHO! Não pode dar chance que a Ketlen sempre guarda! As Sereias da VIla estão na frente! #PaulistãoF2026 https://t.co/nkJmv6fCx3,https://x.com/PaulistaoFem/status/2092744523629662440,394,6,8,0,0,0,0,0,2,0,0,0,0
2092743141006692447,"Wed, Aug 26, 2026",TEM LEI DA EX COM A THAYSLANE! As Guerreiras abrem o placar na Fonte Luminosa! #PaulistãoFPetrobras #SuperclássicoFPetrobras https://t.co/C6PQ9njaQV,https://x.com/PaulistaoFem/status/2092743141006692447,396,3,7,0,0,0,0,0,4,0,0,0,0
