"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Consumo por direcionamento de público correspondente (Photo Click)","Outros cliques","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio","Cliques no link","Feedbacks negativos dos usuários: Ocultar tudo"
1037624102316932,100082080567569,"Paulistão F","Confira os melhores momentos da vitória da Ferroviária por 3 a 0 sobre o São Paulo na 7ª rodada do Paulistão F Petrobras!
#PaulistãoFPetrobras #MelhoresMomentos #Centauro #SuperclássicoFPetrobras","Confira os melhores momentos da vitória da Ferroviária por 3 a 0 sobre o São Paulo na 7ª rodada do Paulistão F Petrobras!
#PaulistãoFPetrobras #MelhoresMomentos #Centauro #SuperclássicoFPetrobras",272,"08/26/2026 18:31",auto,https://www.facebook.com/reel/1387365196859853/,0,0,Vídeos,,,,,Total,14639,15077,164,160,3,1,346,,346,354183.367,25.037,0,0,0,,
1037598918986117,100082080567569,"Paulistão F","METE DANÇA, JHONSON! 🥳🤩 #PaulistãoFPetrobras #Corinthians
📷 Jhony Inacio/Ag. Paulistão",,0,"08/26/2026 17:42",N/A,https://www.facebook.com/paulistaof/posts/pfbid0QYjvJz3hLdW8JbQMDNXeiihkAVmmkfL9cMLPd6XSJySyAsCNUuCD34Xc9KPEqUncl,0,0,Fotos,,,,,Total,2111,1516,54,50,0,4,14,4,10,,,,,,,
1037593102320032,100082080567569,"Paulistão F","Ariel marcou um hat-trick e homenageou seu pai, que faleceu recentemente! 🖤 #PaulistãoFPetrobras #Corinthians
📷 Jhony Inacio/Ag. Paulistão",,0,"08/26/2026 17:31",N/A,https://www.facebook.com/paulistaof/posts/pfbid02Qy6QeC6Nmq7D1QoKvBHLxsXKrqUEmUb2KpPpdv1DowdVwwtoc1Ru7rs4Yxdw24F9l,0,0,Fotos,,,,,Total,7166,5151,236,231,2,3,106,74,32,,,,,,,
1037589998987009,100082080567569,"Paulistão F","O TERCEIRO DA FERROVIÁRIA FOI UM GOLAAAÇOO!
Diana Benítez mandou de longe e fez um lindo gol!
#PaulistãoFPetrobras #SuperclássicoFPetrobras","O TERCEIRO DA FERROVIÁRIA FOI UM GOLAAAÇOO!
Diana Benítez mandou de longe e fez um lindo gol!
#PaulistãoFPetrobras #SuperclássicoFPetrobras",47,"08/26/2026 17:25",N/A,https://www.facebook.com/reel/1095349256276312/,0,0,Vídeos,,,,,Total,2842,2691,35,33,0,2,34,,34,26741.199,10.129,0,0,0,,
1037588672320475,100082080567569,"Paulistão F","O TROFÉU É DAS GUERREIRAS!
A Ferroviária foi com tudo e levou a melhor no Superclássico F Petrobras!
#PaulistãoFPetrobras #SuperclássicoFPetrobras",,0,"08/26/2026 17:23",N/A,https://www.facebook.com/paulistaof/posts/pfbid0VKUmmnBhffykozRxnaCkf6YdLYhhGvFfKXZYdmYX6zRDWaZkTEaLms55n8DgjsXNl,0,0,Fotos,,,,,Total,7415,5251,114,102,7,5,124,36,88,,,,,,,
1037586698987339,100082080567569,"Paulistão F","Vem conferir os melhores momentos da vitória de 4 a 1 do Palmeiras para cima do Red Bull Bragantino na 7ª rodada do Paulistão F Petrobras!
#PaulistãoFPetrobras #MelhoresMomentos #Centauro","Vem conferir os melhores momentos da vitória de 4 a 1 do Palmeiras para cima do Red Bull Bragantino na 7ª rodada do Paulistão F Petrobras!
#PaulistãoFPetrobras #MelhoresMomentos #Centauro",264,"08/26/2026 17:17",N/A,https://www.facebook.com/reel/1439720211302264/,0,0,Vídeos,,,,,Total,1434,1347,37,37,0,0,31,,31,17896.592,13.237,0,0,0,,
1037583992320943,100082080567569,"Paulistão F","De pênalti, Ana Carla desconta para o Red Bull Bragantino no final do jogo contra o Palmeiras!
#PaulistãoFPetrobras","De pênalti, Ana Carla desconta para o Red Bull Bragantino no final do jogo contra o Palmeiras!
#PaulistãoFPetrobras",50,"08/26/2026 17:14",N/A,https://www.facebook.com/reel/1715458929750123/,0,0,Vídeos,,,,,Total,51706,51502,477,472,3,2,1059,,1059,754270.625,17.489,0,0,0,,
1037580888987920,100082080567569,"Paulistão F","AVISA QUE É ELA!
Autora do gol da vitória do Santos, a atacante Ketlen foi a Craque do Jogo!
#PaulistãoFPetrobras2026 #CraqueDoJogo
📷Mauro Horita/Ag. Paulistão",,0,"08/26/2026 17:08",N/A,https://www.facebook.com/paulistaof/posts/pfbid01PTTFQStEWituxovqRXpnxd2Zw7tgDo6bqE9uQKT1rt6DueRMyZZFprwm4BYWJXDl,0,0,Fotos,,,,,Total,723,515,9,9,0,0,2,1,1,,,,,,,
1037580398987969,100082080567569,"Paulistão F","A CRAQUE DO JOGO!
Thayslane jogou muito, marcou gol e foi eleita a craque do jogo no Superclássico F Petrobras!
#PaulistãoFPetrobras #SuperclássicoFPetrobras #CraqueDoJogo
📷Douglas Moreti/Ag. Paulistão",,0,"08/26/2026 17:08",N/A,https://www.facebook.com/paulistaof/posts/pfbid0ZR1dNajWsSdMoBo21yjTJG1iCfW345vrRePBHxFWbk4i2j68wJ7fAXcB6dQKdWJBl,0,0,Fotos,,,,,Total,905,664,11,10,0,1,2,1,1,,,,,,,
1037579178988091,100082080567569,"Paulistão F","HAT-TRICK E TROFÉU DE CRAQUE DO JOGO! 🏆🔥 #PaulistãoFPetrobras #Corinthians
📷 Jhony Inacio/Ag. Paulistão",,0,"08/26/2026 17:05",N/A,https://www.facebook.com/paulistaof/posts/pfbid021Eif9yAkXqYgNezmPfKCMJCNgu7oiPVpbJo1r9qF36HYVSKHQU97VpubMcTf43E4l,0,0,Fotos,,,,,Total,1201,844,37,34,1,2,8,3,5,,,,,,,
1037578862321456,100082080567569,"Paulistão F","DEIXOU O DELA E FOI ELEITA CRAQUE DO JOGO!
Ana Guimarães foi o destaque da goleada do Palmeiras para cima do Red Bull Bragantino no Paulistão F Petrobras!
#PaulistãoFPetrobras #CraqueDoJogo
📷Rebeca Reis/Ag.Paulistão",,0,"08/26/2026 17:05",N/A,https://www.facebook.com/paulistaof/posts/pfbid06JpgWyZz4YxzJQW7TGhkUNXTqRaFu4s2hRFfz8Trq2fCuCEcJFBMemxFTiks7Lwgl,0,0,Fotos,,,,,Total,2520,1791,94,85,4,5,41,20,21,,,,,,,
1037578148988194,100082080567569,"Paulistão F","SAN-SÃO PELA VAGA NA SEMIFINAL!
Quem vai ficar com a vaga no mata-mata do Paulistão F Petrobras: São Paulo ou Santos? 
#PaulistãoFPetrobras #PlayIn",,0,"08/26/2026 17:04",N/A,https://www.facebook.com/paulistaof/posts/pfbid0CJf4kUQAvK1FQreKntGcL5aJi7AqyLSKNtCjXzurxZRFq4DD8rvAoeJJLXc1JD3Bl,0,0,Fotos,,,,,Total,7914,5694,79,69,8,2,192,54,138,,,,,,,
1037577752321567,100082080567569,"Paulistão F","BRABAS E BRAGANTINAS DISPUTAM O PLAY-IN DO PAULISTÃO F PETROBRAS!
Corinthians e Red Bull Bragantino se enfrentam pelo espaço na disputa da semifinal do Paulistão F Petrobras. Quem vai se classificar? 👀
#PaulistãoFPetrobras #PlayIn",,0,"08/26/2026 17:03",N/A,https://www.facebook.com/paulistaof/posts/pfbid0ztjW6t3ze8XxwGLQjnSJc7rNi98Kb9LYwdX3Lx2WQ25iFbqiWMzVhnK7rTzgZMBol,0,0,Fotos,,,,,Total,24024,16802,395,361,21,13,963,275,688,,,,,,,
1037576988988310,100082080567569,"Paulistão F","OS CONFRONTOS DO PLAY-IN! 🔥
Corinthians, Red Bull Bragantino, São Paulo e Santos vão disputar as duas vagas que restam nas semifinais do Paulistão F Petrobras!
#PaulistãoFPetrobras",,0,"08/26/2026 17:02",N/A,https://www.facebook.com/paulistaof/posts/pfbid02gebWe1XUEW8CXcrT1jZHKnnsfJvGPKNdKEXqvkxDbNs5SV9xeXPPC4tq7SD8BpsDl,0,0,Fotos,,,,,Total,12377,8481,170,158,4,8,194,101,93,,,,,,,
1037574358988573,100082080567569,"Paulistão F","A PRIMEIRA FASE DO PAULISTÃO F PETROBRAS CHEGOU AO FIM. CONFIRA A CLASSIFICAÇÃO!
#PaulistãoFPetrobras",,0,"08/26/2026 16:56",N/A,https://www.facebook.com/paulistaof/posts/pfbid02iGqtZgDsaT3StnzKif81mKbn67TFeGQ8VtUNLtYNmVZeSSZTUF4g1ak9dZZvqFNyl,0,0,Fotos,,,,,Total,12943,8504,135,119,4,12,270,110,160,,,,,,,
1037571512322191,100082080567569,"Paulistão F","Ponto final na última rodada da fase de grupos do Paulistão F Petrobras!
#PaulistãoFPetrobras",,0,"08/26/2026 16:50",N/A,https://www.facebook.com/paulistaof/posts/pfbid022YcvCpi7kHaNYL6zmLmyiYa6APfJpFpM5QipCghCmw7gk4arP6jcDPBL2d7JNqSjl,0,0,Fotos,,,,,Total,9950,6724,87,75,4,8,187,67,120,,,,,,,
1037569315655744,100082080567569,"Paulistão F","VITÓRIA ALVINEGRA!
Com gol de Katlen, Santos encerra primeira fase do Paulistão F Petrobras com os três pontos!
#PaulistãoFPetrobras2026 
📷Mauro Horita/Ag. Paulistão",,0,"08/26/2026 16:46",N/A,https://www.facebook.com/paulistaof/posts/pfbid02s79ajdKkQE8TSDgxhECu3YvRYThTgMgq13yq3C9dAJAcN5DH2zUAew4MdZXFx4Zsl,0,0,Fotos,,,,,Total,2810,2127,45,44,1,0,48,32,16,,,,,,,
1037568108989198,100082080567569,"Paulistão F","GOLEADA DAS BRABAS! ⚫⚪
O Corinthians venceu o Taubaté e garantiu a vaga no Play-In do Paulistão F @petrobras! #PaulistãoFPetrobras
📷 Jhony Inacio/Ag. Paulistão",,0,"08/26/2026 16:44",N/A,https://www.facebook.com/paulistaof/posts/pfbid0n2HLdeSREWcUt3ADM7JJpSuqAEsvehJ2SCwRTFMPqENAG5o9AMapYJrwYn92VZZ2l,0,0,Fotos,,,,,Total,35834,26566,1124,1051,47,26,584,362,222,,,,,,,
1037566242322718,100082080567569,"Paulistão F","UMA GOLEADA DE PRESENTE DE ANIVERSÁRIO! 🎂🐷
Vitória maiúscula das Palestrinas para cravar a classificação para a semifinal do Paulistão F Petrobras!
#PaulistãoFPetrobras
📷Rebeca Reis/Ag.Paulistão",,0,"08/26/2026 16:41",N/A,https://www.facebook.com/paulistaof/posts/pfbid0A2jNKegRT5ejhn9NYiE6oMW8XUptNPWnkQdLHkpHpdPpRQWb5XHdbaCuDiP7pqsil,0,0,Fotos,,,,,Total,56577,40595,1724,1620,47,57,1694,1237,457,,,,,,,
1037566178989391,100082080567569,"Paulistão F","VITÓRIA E CLASSIFICAÇÃO DAS GUERREIRAS!
Ferroviária vence o São Paulo no Superclássico F Petrobras e garante vaga nas semifinais!
#PaulistãoFPetrobras #SuperclássicoFPetrobras
📷Douglas Moreti/Ag. Paulistão",,0,"08/26/2026 16:41",N/A,https://www.facebook.com/paulistaof/posts/pfbid0TVscboMdw9VZWjBGzy7rUz149zyhfnkTReX2MFju9JpqBWyu9LvAyHwApmezTziKl,0,0,Fotos,,,,,Total,7144,4919,84,73,10,1,287,127,160,,,,,,,
1037564508989558,100082080567569,"Paulistão F","CLASSIFICADAS!!! 🤩
As Palestrinas garantiram a classificação direta pra semifinal do Paulistão F @petrobras! 👏👏👏 #PaulistãoFPetrobras #Palmeiras",,0,"08/26/2026 16:37",N/A,https://www.facebook.com/paulistaof/posts/pfbid02WoePLTmiiaHeCHiTkaZk2m3YwvTL8BbiWjy6cFAW35JCXmHLcsqGbuMYK1g4XgAKl,0,0,Fotos,,,,,Total,4117,3081,113,104,1,8,59,31,28,,,,,,,
1037563758989633,100082080567569,"Paulistão F","NA SEMI!!! 🤩
A Ferroviária garantiu a classificação direta pra semifinal do Paulistão F @petrobras! 👏👏👏 #PaulistãoFPetrobras #Ferroviária",,0,"08/26/2026 16:36",N/A,https://www.facebook.com/paulistaof/posts/pfbid028vqousG6vTGZhmoeNRbKKuU8LyX1h9iTPTCbyNFCrBWgvDnAPtASaoFFWAjovkjfl,0,0,Fotos,,,,,Total,2762,1964,66,59,4,3,50,6,44,,,,,,,
1037556308990378,100082080567569,"Paulistão F","NO TALENTO!
QUE CATEGORIA DA DOS SANTOS PARA MARCAR O SEGUNDO DAS GUERREIRAS!
#PaulistãoFPetrobras #SuperclássicoFPetrobras","NO TALENTO!
QUE CATEGORIA DA DOS SANTOS PARA MARCAR O SEGUNDO DAS GUERREIRAS!
#PaulistãoFPetrobras #SuperclássicoFPetrobras",50,"08/26/2026 16:22",auto,https://www.facebook.com/reel/1406309971441313/,0,0,Vídeos,,,,,Total,9781,10155,103,95,5,3,265,,265,110560.003,11.71,0,0,0,,
1037551822324160,100082080567569,"Paulistão F","DO REAL MADRID AO PAULISTÃO F PETROBRAS!
E teve estreia da craque Antônia com a camisa do Palmeiras! 🌟
#PaulistãoFPetrobras
📷Rebeca Reis/Ag.Paulistão",,0,"08/26/2026 16:13",N/A,https://www.facebook.com/paulistaof/posts/pfbid024VyoZC8BPqdECe3hN6mu7VvAcd8tfe7Yv2szni9ehBDx4rAN86iW2RqkyNPyiUEZl,0,0,Fotos,,,,,Total,10028,6907,424,415,4,5,433,319,114,,,,,,,
1037534228992586,100082080567569,"Paulistão F","TEM LEI DA EX COM A THAYSLANE!
As Guerreiras abrem o placar na Fonte Luminosa!
#PaulistãoFPetrobras #SuperclássicoFPetrobras","TEM LEI DA EX COM A THAYSLANE!
As Guerreiras abrem o placar na Fonte Luminosa!
#PaulistãoFPetrobras #SuperclássicoFPetrobras",38,"08/26/2026 15:35",uploaded,https://www.facebook.com/reel/1604649411047012/,0,0,Vídeos,,,,,Total,6713,6788,61,57,4,0,173,,173,65142.318,10.107,0,0,0,,
1037532905659385,100082080567569,"Paulistão F","QUE GOLAÇO! VIROU GOLEADA! 🐷
Taina Maranhão faz o quarto do Palmeiras com essa bomba pro fundo da rede!
#PaulistãoFPetrobras","QUE GOLAÇO! VIROU GOLEADA! 🐷
Taina Maranhão faz o quarto do Palmeiras com essa bomba pro fundo da rede!
#PaulistãoFPetrobras",50,"08/26/2026 15:33",N/A,https://www.facebook.com/reel/2323877688421891/,0,0,Vídeos,,,,,Total,55321,49169,2399,2332,24,43,524,,524,789867.161,16.984,0,0,0,,
1037529828993026,100082080567569,"Paulistão F","GUIMA FAZ O TERCEIRO DAS PALESTRINAS!
A bola sobrou pra ela e não teve desperdício! Mais um na conta do Palmeiras ⚽🔥
#PaulistãoFPetrobras","GUIMA FAZ O TERCEIRO DAS PALESTRINAS!
A bola sobrou pra ela e não teve desperdício! Mais um na conta do Palmeiras ⚽🔥
#PaulistãoFPetrobras",55,"08/26/2026 15:27",N/A,https://www.facebook.com/reel/1041458208717471/,0,0,Vídeos,,,,,Total,3356,3363,174,171,1,2,82,,82,36071.567,11.226,0,0,0,,
1037529035659772,100082080567569,"Paulistão F","A ÚLTIMA RODADA DA PRIMEIRA FASE DO PAULISTÃO F PETROBRAS ESTÁ PEGANDO FOGO!🔥🔥🔥🔥
#PaulistãoFPetrobras",,0,"08/26/2026 15:26",N/A,https://www.facebook.com/paulistaof/posts/pfbid02RSPyn6R8hpx55MPNMXfzwrLU5UTZmcZ1Md7MxfWHaBM2zxeq2VpQLk1HJkVPo7dpl,0,0,Fotos,,,,,Total,9729,6332,113,107,1,5,200,84,116,,,,,,,
1037524342326908,100082080567569,"Paulistão F","GLAUCIA DEIXA O DELA!
No primeiro gol deu a assistência, agora chegou a vez da Glaucia fazer o gol e ampliar o placar para as Palestrinas!
#PaulistãoFPetrobras","GLAUCIA DEIXA O DELA!
No primeiro gol deu a assistência, agora chegou a vez da Glaucia fazer o gol e ampliar o placar para as Palestrinas!
#PaulistãoFPetrobras",56,"08/26/2026 15:17",auto,https://www.facebook.com/reel/1379248994353894/,0,0,Vídeos,,,,,Total,3687,3756,242,234,6,2,75,,75,34022.905,9.6,0,0,0,,
1037522838993725,100082080567569,"Paulistão F","A ZAGUEIRONA ABRIU O PLACAR PARA AS PALESTRINAS! 🐷⚽
O Palmeiras sai na frente contra o Red Bull Bragantino com esse gol de cabeça da Poli! 
#PaulistãoFPetrobras","A ZAGUEIRONA ABRIU O PLACAR PARA AS PALESTRINAS! 🐷⚽
O Palmeiras sai na frente contra o Red Bull Bragantino com esse gol de cabeça da Poli! 
#PaulistãoFPetrobras",48,"08/26/2026 15:14",uploaded,https://www.facebook.com/reel/1572965664626044/,0,0,Vídeos,,,,,Total,11080,10885,446,432,7,7,254,,254,112205.443,10.795,0,0,0,,
1037497792329563,100082080567569,"Paulistão F","TUDO PRONTO!
DAQUI A POUCO A BOLA VAI ROLAR PARA FERROVIÁRIA E SÃO PAULO NO SUPERCLÁSSICO F PETROBRAS!
#PaulistãoFPetrobras #SuperclássicoFPetrobras
📷Douglas Moreti/Ag. Paulistão",,0,"08/26/2026 14:21",N/A,https://www.facebook.com/paulistaof/posts/pfbid0XYg7dY35vjHQuymHgMSwLKxkrP7xB9woy4D2Cu7swHDzivAAwPxkbPGxRz2nJLZ6l,0,0,Fotos,,,,,Total,683,504,11,11,0,0,6,3,3,,,,,,,
1037493435663332,100082080567569,"Paulistão F","Aquecimento rolando pra última rodada da primeira fase do Paulistão F @petrobras! 😮💨 #PaulistãoFPetrobras
📷 Jhony Inacio/Ag. Paulistão",,0,"08/26/2026 14:13",N/A,https://www.facebook.com/paulistaof/posts/pfbid0bAMkcf8NPwQH373acq5EDbMEfWioGRBzCmse1jxwJnc1YRtFg7ppYqJimr4JZzASl,0,0,Fotos,,,,,Total,1326,979,10,10,0,0,17,13,4,,,,,,,
1037490872330255,100082080567569,"Paulistão F","AQUECIMENTO A MIL!
Bora pra Santos e Mirassol!
#PaulistãoF2026 
📷Mauro Horita/Ag. Paulistão",,0,"08/26/2026 14:08",N/A,https://www.facebook.com/paulistaof/posts/pfbid026cJ6JBRmAjd6zFEukz3JLpbdi9P2KryhNEdpKhDNht4xEdy5YeykXJjKUFALxTaql,0,0,Fotos,,,,,Total,952,716,6,6,0,0,13,12,1,,,,,,,
1037487012330641,100082080567569,"Paulistão F","JOGO DE DECISÃO!
A bola vai rolar pra Corinthians x Taubaté, na última rodada da primeira fase do Paulistão F @petrobras! #PaulistãoFPetrobras
📷 Jhony Inacio/Ag. Paulistão",,0,"08/26/2026 14:01",N/A,https://www.facebook.com/paulistaof/posts/pfbid0daoVU45SSW29zcUGXFyQpS78yQeYFMs9LFprLkqdPnSGiDch4aroi5nNJr6yFFi5l,0,0,Fotos,,,,,Total,1923,1390,22,21,1,0,36,23,13,,,,,,,
1037481488997860,100082080567569,"Paulistão F","QUASE TUDO PRONTO... 👀🔥
A bola vai rolar entre Palestrinas e Bragantinas pela última rodada da primeira fase do Paulistão F Petrobras!
#PaulistãoFPetrobras #Palmeiras #RedBullBragantino
📷Rebeca Reis/Ag.Paulistão",,0,"08/26/2026 13:49",N/A,https://www.facebook.com/paulistaof/posts/pfbid09Sz732U4agNnbBcPaDqDcZ3qMixy3ZFgN968RzRkcb5dQV51FAnkXL1ac1NTCzPXl,0,0,Fotos,,,,,Total,1445,1024,22,20,1,1,37,24,13,,,,,,,
1037476975664978,100082080567569,"Paulistão F","DUELO DECISIVO!
A Fonte Luminosa está pronta para receber o Superclássico F Petrobras entre Ferroviária e São Paulo!
#PaulistãoFPetrobras #SuperclássicoFPetrobras
📷Douglas Moreti/Ag. Paulistão",,0,"08/26/2026 13:40",N/A,https://www.facebook.com/paulistaof/posts/pfbid02VFyzcqVegnbZQoxazJ2N8bTshxA2gXT8sewvEU64vN9bpD4kCLzCKLRTQ37XqnAEl,0,0,Fotos,,,,,Total,9204,6616,93,87,1,5,184,102,82,,,,,,,
1037474822331860,100082080567569,"Paulistão F","BORA QUE BORA!
Já já tem bola rolando na última rodada da fase de grupos do Paulistão F 2026! Em Santana do Parnaíba, Santos e Mirassol vão medir forças!
#PaulistãoF2026
📷Mauro Horita/Ag. Paulistão",,0,"08/26/2026 13:36",N/A,https://www.facebook.com/paulistaof/posts/pfbid02TKpnUhP7Fd1fRELuZLzKdoCDJQb4oekSwwGrn934xFtiGAaj1VADBUpykKv9N6pal,0,0,Fotos,,,,,Total,1127,855,5,5,0,0,20,12,8,,,,,,,
1037469515665724,100082080567569,"Paulistão F","FPF 🤝🏼 PETROBRAS, NADA PODE PARAR A MAIOR PARCERIA DA HISTÓRIA DO FUTEBOL FEMININO! 
#FPF #Petrobras #FutebolFeminino","FPF 🤝🏼 PETROBRAS, NADA PODE PARAR A MAIOR PARCERIA DA HISTÓRIA DO FUTEBOL FEMININO! 
#FPF #Petrobras #FutebolFeminino",109,"08/26/2026 13:26",auto,https://www.facebook.com/reel/1373326381010768/,0,0,Vídeos,,,,,Total,554,477,16,16,0,0,1,,1,1598.097,2.981,0,0,0,,
1037469242332418,100082080567569,"Paulistão F","FPF e Liga F, da Espanha, anunciam parceria inédita para impulsionar futebol feminino!

Acordo promoverá intercâmbio de conhecimentos, experiências e boas práticas entre duas das principais entidades do futebol feminino mundial

A Federação Paulista de Futebol e a Liga F, principal competição feminina de clubes da Espanha, anunciaram, nesta quarta-feira (26), uma parceria inédita na América Latina. 

O acordo entre as duas entidades estabelece uma cooperação institucional voltada ao fortalecimento e ao desenvolvimento do futebol feminino em São Paulo e no cenário internacional.

A parceria foi oficializada na sede da FPF, durante o evento Dia F: Legado e Futuro do Futebol Feminino, com a presença do presidente da Federação Paulista de Futebol, Reinaldo Carneiro Bastos; da presidente da Liga F, Beatriz Álvarez; do CEO da entidade espanhola, Pablo Vilches; além de representantes de clubes, atletas, treinadoras, dirigentes e profissionais do setor.",,0,"08/26/2026 13:26",N/A,https://www.facebook.com/paulistaof/posts/pfbid0wxaqh8B8En89txZLPSxpV5QBVBiNM7XGXASswpM2t5KVLBhpbMmrSmWniQVYKTRhl,0,0,Fotos,,,,,Total,1970,1445,37,35,1,1,22,17,5,,,,,,,
1037379222341420,100082080567569,"Paulistão F","CHEGOU A HORA DA ÚLTIMA RODADA! 🤩
Se liga nas odds dos jogos decisivos do Paulistão F Petrobras! #PaulistãoFPetrobras #Betano

Jogue com responsabilidade. Ministério da Fazenda adverte: aposta não é investimento. Autorizado pela Portaria SPA/MF n° 246/2025. Consulte os T&Cs.",,0,"08/26/2026 10:44",N/A,https://www.facebook.com/paulistaof/posts/pfbid0WLfuFdFYqsHamKaCYQwvRjyKgc2rBsTPmGMy7UxYpCPz2k5znq2awYAKvNv1G35bl,0,0,Fotos,,,,,Total,897,607,7,7,0,0,6,4,2,,,,,,,
1037289335683742,100082080567569,"Paulistão F","TRICOLORES EM BUSCA DAS SEMIFINAIS!
O São Paulo tem um Superclássico F Petrobras pela frente e só a vitória interessa por um vaga na semi!
#PaulistãoFPetrobras #SuperclássicoFPetrobras",,0,"08/26/2026 08:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid02BTwyz6XdGuWRG8tfD4kFjm86C36oBJzwTxRKwhUpoRQRgNPwgsmmTV5fkWdu7fgwl,0,0,Fotos,,,,,Total,14803,10476,348,333,12,3,358,129,229,,,,,,,
1037267329019276,100082080567569,"Paulistão F","PELA LIDERANÇA!
As Guerreiras vão em busca da vitória para garantir a liderança e a classificação para as semifinais no Paulistão F Petrobras!
#PaulistãoFPetrobras #SuperclássicoFPetrobras",,0,"08/26/2026 08:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid027WpozRpFsqfe4KYTmq7c8rmX822hkeMjVxTh5U4swxVY9Lzv9sGKgJ787BVyrvMPl,0,0,Fotos,,,,,Total,3137,2199,55,52,2,1,51,16,35,,,,,,,
1037245192354823,100082080567569,"Paulistão F","SEREIAS ⚔️ LEOAS!
Com transmissão do YouTube do @paulistão, vem acompanhar mais um jogão da última rodada do Paulistão F @petrobras.
#PaulistãoFPetrobras",,0,"08/26/2026 07:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid0B8QDw3L8XgLLCxmTrTTRj39rfai96XN6veuxhjsVMpzbY3byQaXcJeyc46vNaZNpl,0,0,Fotos,,,,,Total,2082,1548,19,18,0,1,16,8,8,,,,,,,
1037222855690390,100082080567569,"Paulistão F","MAIS UM JOGÃO!
Corinthians e Taubaté vão com tudo para o último jogo da primeira fase do Paulistão F @petrobras. Para quem vai a sua torcida? 👀
#PaulistãoFPetrobras",,0,"08/26/2026 07:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0h8t8FiuG7bAqwbHtdbMyDGjJM9cTpvJUwx6cuPwhwMNDLUck7ZaqTidQFHSDh98Sl,0,0,Fotos,,,,,Total,13818,9403,302,281,14,7,234,125,109,,,,,,,
1037202445692431,100082080567569,"Paulistão F","CONFRONTO DECISIVO!
Só a vitória interessa para as Palestrinas e para as Bragantinas. Quem vai levar a melhor no Paulistão F @petrobras?
#PaulistãoFPetrobras",,0,"08/26/2026 06:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid0tafLNmpYaqnyLXui6mrBETiRrTQT1zZpwX9tMCiyDMpLpJdLhEzhfC1kX7gv92gnl,0,0,Fotos,,,,,Total,10750,7665,228,221,4,3,260,154,106,,,,,,,
1037182289027780,100082080567569,"Paulistão F","VALE A CLASSIFICAÇÃO!
Ferroviária e São Paulo disputam um Superclássico F Petrobras decisivo!
#PaulistãoFPetrobras #SuperclássicoFPetrobras",,0,"08/26/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid029ZeRvAc9nHxi5Srv8AEoqAvxRzJ7mms3xN3dDBJzpucEDh1krf5fx4CWmtYjpCdzl,0,0,Fotos,,,,,Total,25492,17863,398,373,16,9,539,208,331,,,,,,,
1037100089036000,100082080567569,"Paulistão F","VAI COMEÇAR A TAÇA PAULISTANA PETROBRAS! 🤩
Esse é o trio de jogos da primeira rodada que vai rolar nessa quarta-feira, às 15h!
#TaçaPaulistanaPetrobras",,0,"08/26/2026 04:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0qE3pDctAELyvLrHyPeJFehiTb4n2jhnxaKnJ3nN77DYK2W7uoiUkFrbfVFVqh2Lzl,0,0,Fotos,,,,,Total,2546,1823,28,24,1,3,44,25,19,,,,,,,
1037030132376329,100082080567569,"Paulistão F","CELEBRAR E RELEMBRAR!
Com o objetivo de exaltar e trazer luz às questões de igualdade de gênero, hoje comemoramos o Dia Internacional da Igualdade Feminina!
#DiaInternacionalDaIgualdadeFeminina #ComitêDeDiversidadeEInclusão",,0,"08/26/2026 02:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0oh9jkBFQrmYp1rU4uvztSZPwb61gGMLWCzRwyxSbr7DdoTp5uWMxLaYoLuaX2Xczl,0,0,Fotos,,,,,Total,527,340,13,11,1,1,5,3,2,,,,,,,
1036687409077268,100082080567569,"Paulistão F","QUE CATEGORIA!
A Clarinha caprichou na cobrança de falta e fez um golaço para as Sereinhas no Paulista F Sub-20 @petrobras!
#PaulistaFSub20Petrobras","QUE CATEGORIA!
A Clarinha caprichou na cobrança de falta e fez um golaço para as Sereinhas no Paulista F Sub-20 @petrobras!
#PaulistaFSub20Petrobras",40,"08/25/2026 15:00",auto,https://www.facebook.com/reel/1076605598640405/,0,0,Vídeos,,,,,Total,2271,2155,39,35,4,0,32,,32,17956.532,8.363,0,0,0,,
