"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Outros cliques","Consumo por direcionamento de público correspondente (Photo Click)","Cliques no link","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio"
1028846216528054,100082080567569,"Paulistão F","ESSE DOMINGO COMEÇA CEDO PARA O FUTEBOL PAULISTA!
São quatro confrontos das minhas equipes nas séries A1 e A2 do @brfeminino!
#ElasEmCampo",,0,"08/16/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0HpC9nRZi9J7QHp9hQoh2WtRw866rQzSzd7u1TDtH7yGbvgZBZTNPmVCc1ZHyVaSdl,0,0,Fotos,,,,,Total,5412,3666,65,64,0,1,118,42,76,,,,,,
1028979673181375,100082080567569,"Paulistão F","As Sereias da Vila foram superadas pelo Flamengo no Brasileirão Feminino.
#ElasEmCampo
📷Raul Baretta/Santos",,0,"08/16/2026 09:15",N/A,https://www.facebook.com/paulistaof/posts/pfbid02L6Z9i53VjU9aCmjQZ3koLisLMhcYfyfLCaSNm8ko4U2vgX9qy1LYrLVirPq9nCewl,0,0,Fotos,,,,,Total,4952,3560,62,57,4,1,70,42,28,,,,,,
1028981976514478,100082080567569,"Paulistão F","AVANTI, PALESTRINAS!
Palmeiras faz o dever de casa e garante os três pontos contra o Juventude.
#ElasEmCampo
📷Paloma Cassiano/Palmeiras",,0,"08/16/2026 09:19",N/A,https://www.facebook.com/paulistaof/posts/pfbid038GiNnrmaJSoX26JfnUWq54vmZ9DxgL6BS9bnf7S8VMdgwfe9AwnwyErPNLrYwQHhl,0,0,Fotos,,,,,Total,12513,9232,489,467,8,14,144,61,83,,,,,,
1028986413180701,100082080567569,"Paulistão F","GOLEADA TRICOLOR!
O São Paulo não deu chances para o Botafogo no Nilton Santos!
#ElasEmCampo
📷Arthur Barreto/Botafogo",,0,"08/16/2026 09:25",N/A,https://www.facebook.com/paulistaof/posts/pfbid036J3WHHwKMToHGSx5MMjrnZNEzCsB4cWc2JScyaTit5gf44xxrNMYqCAhbPqpTSJkl,0,0,Fotos,,,,,Total,28510,21560,1065,1000,34,31,491,295,196,,,,,,
1029144753164867,100082080567569,"Paulistão F","Taubaté perde o jogo de ida e vai ter que decidir a vaga para a semifinal do Brasileirão Feminino A2 jogando fora de casa.
#ElasEmCampo
📷Beatriz de Sá/Vasco",,0,"08/16/2026 13:27",N/A,https://www.facebook.com/paulistaof/posts/pfbid02VVBjkmuZWb7vvJomCn2c9ZqYYTZbns6wnnH3brHmuwmP84pFa5qNeuNMv797qsc8l,0,0,Fotos,,,,,Total,2738,2068,23,21,2,0,22,11,11,,,,,,
1029158326496843,100082080567569,"Paulistão F","Duas vitórias e dois tropeços marcaram o domingo do futebol paulista pelas duas divisões do Brasileirão Feminino.
#ElasEmCampo",,0,"08/16/2026 13:55",N/A,https://www.facebook.com/paulistaof/posts/pfbid0X8CYGKRedHsrXrtj1ZBC1wh4Vb3nCct5nTkHab9wkwpZL55sM5RpXqbxkU1t8ZEsl,0,0,Fotos,,,,,Total,9916,6617,82,81,0,1,148,76,72,,,,,,
1029214669824542,100082080567569,"Paulistão F","O PAULISTÃO F PETROBRAS É…
Seja torcendo ou trabalhando, a gente sabe que não faltam adjetivos para o Paulistão F Petrobras. Qual seria a sua palavra, torcedor? 
#Sil #PaulistãoFPetrobras","O PAULISTÃO F PETROBRAS É…
Seja torcendo ou trabalhando, a gente sabe que não faltam adjetivos para o Paulistão F Petrobras. Qual seria a sua palavra, torcedor? 
#Sil #PaulistãoFPetrobras",24,"08/16/2026 15:56",N/A,https://www.facebook.com/reel/1674272364299003/,1,0,Vídeos,,,,,Total,461,428,7,7,0,0,1,1,,,1431.763,3.384,0,0,0
1029677093111633,100082080567569,"Paulistão F","PARA CIMA DELAS!
O Realidade Jovem vai em busca da vantagem no primeiro jogo da semifinal do Brasileirão A3!
#ElasEmCampo",,0,"08/17/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02p5rX9m4ernpZWTYrKUh1YPNCWrh4RdrDXPr9j3xcjVVEVRdYhzcVKiwNWNrAeRN4l,0,0,Fotos,,,,,Total,0,0,1,1,0,0,0,,,,,,,,
1015411954538147,100082080567569,"Paulistão F","VOTE NA CRAQUE DA 5ª RODADA!
Quem você acha que foi o destaque da rodada do Paulistão F Petrobras? Vote na enquete desse post! A votação se encerra na segunda-feira (3), às 10h.
#PaulistãoFPetrobras",,0,"07/31/2026 07:38",N/A,https://www.facebook.com/paulistaof/posts/pfbid02mXsg1ukw5WNQRq884ZMSHvhuXDFk1xiaoSk7Mt6YBkP3CBz6kR6J8mUxLzMeisfQl,0,0,Fotos,,,,,Total,15848,11065,111,74,21,16,224,128,95,1,,,,,
1015499757862700,100082080567569,"Paulistão F","QUEM VOCÊ QUER VER NA COPA DE 2027? 🌎🌟⚽️
A torcida do Palmeiras disse alguns nomes que não podem faltar na convocação da Copa do ano que vem… Concorda com eles? Ficou faltando alguém? 👀
#PaulistãoFPetrobras #Sil","QUEM VOCÊ QUER VER NA COPA DE 2027? 🌎🌟⚽️
A torcida do Palmeiras disse alguns nomes que não podem faltar na convocação da Copa do ano que vem… Concorda com eles? Ficou faltando alguém? 👀
#PaulistãoFPetrobras #Sil",49,"07/31/2026 09:48",N/A,https://www.facebook.com/reel/2459280141249884/,1,0,Vídeos,,,,,Total,5329,4848,144,135,6,3,59,59,,,40574.201,8.076,0,0,0
